City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Córdoba,-31.4135,-64.1811,72.45,73,90,5.75,AR,1638737239
Ishigaki,24.3448,124.1572,71.58,64,64,15.01,JP,1638737472
Benxi,41.2886,123.765,34.12,92,78,3.49,CN,1638737472
Codrington,-38.2667,141.9667,56.93,65,99,6.67,AU,1638737472
Ubari,26.5921,12.7805,52.38,25,2,10.04,LY,1638736942
Cockburn Town,21.4612,-71.1419,80.62,76,48,20.09,TC,1638737473
Nioro,13.35,-15.75,83.95,16,90,7.49,GM,1638737473
Elko,41.0002,-115.5012,53.64,30,70,5.01,US,1638737473
Fairbanks,64.8378,-147.7164,5.92,77,1,0.0,US,1638737473
Isangel,-19.55,169.2667,80.8,72,35,10.18,VU,1638737473
Solnechnyy,50.7214,136.6319,11.16,93,100,4.52,RU,1638737473
Acapulco de Juárez,16.8634,-99.8901,85.21,61,0,6.02,MX,1638737473
Arlit,18.7369,7.3853,70.12,16,2,8.52,NE,1638737473
Conde,-7.2597,-34.9075,81.86,78,75,10.36,BR,1638736938
Hargeisa,9.56,44.065,57.06,98,27,7.78,SO,1638737474
Nyurba,63.2842,118.3319,-28.17,94,23,5.82,RU,1638737474
Emmaus,56.7805,36.115,11.95,94,100,7.47,RU,1638737474
Takoradze,4.8845,-1.7554,80.96,83,67,10.65,GH,1638737474
Korla,41.7597,86.1469,29.84,47,100,2.28,CN,1638737474
Americus,32.0724,-84.2327,75.33,43,13,4.61,US,1638737474
Chenghai,23.4632,116.768,53.51,94,0,0.0,CN,1638737474
Boulder City,35.9786,-114.8325,74.43,17,1,0.0,US,1638737474
Porgera,-5.4667,143.2,44.26,95,93,2.77,PG,1638737475
Naze,28.3667,129.4833,63.28,69,70,17.29,JP,1638737475
Mawlaik,23.6333,94.4167,67.71,99,99,1.68,MM,1638737475
Ocós,14.5094,-92.1933,95.5,64,0,5.06,GT,1638737475
Kudahuvadhoo,2.6708,72.8944,82.24,75,83,15.61,MV,1638736918
Senanga,-16.1167,23.2667,70.29,76,90,1.74,ZM,1638737475
Alnāvar,15.4333,74.7333,65.37,87,2,2.48,IN,1638737475
Makakilo City,21.3469,-158.0858,73.72,83,90,9.22,US,1638737475
Mezen',65.8522,44.24,8.58,89,15,6.98,RU,1638737475
Przhevalskoye,55.5093,31.8482,22.48,98,98,1.97,RU,1638737476
Noumea,-22.2763,166.4572,81.0,99,100,9.71,NC,1638737399
Cacoal,-11.4386,-61.4472,80.06,90,99,2.44,BR,1638737476
Lar,26.2039,83.9717,69.31,64,0,4.21,IN,1638737476
Lábrea,-7.2586,-64.7981,80.6,88,93,0.78,BR,1638737476
Kostomuksha,64.571,30.5767,2.28,98,57,2.53,RU,1638737476
Kirakira,-10.4544,161.9205,81.81,83,99,6.29,SB,1638737476
Yucca Valley,34.1142,-116.4322,76.48,15,0,7.0,US,1638737476
Rosolini,36.8242,14.9478,56.05,72,11,15.14,IT,1638737476
Novaya Igirma,57.1334,103.9112,23.38,95,100,7.56,RU,1638737477
Coffs Harbour,-30.3,153.1333,65.14,96,75,14.97,AU,1638737477
Madingou,-4.1536,13.55,75.31,92,100,0.96,CG,1638737477
Pulaski,34.7668,-92.3001,73.71,76,75,17.0,US,1638737477
Inhambane,-23.865,35.3833,78.55,80,0,14.07,MZ,1638737477
Kupang,-10.1667,123.5833,80.13,83,100,7.36,ID,1638737477
Manuk Mangkaw,4.8,119.85,81.5,75,90,7.65,PH,1638737477
Saint George,37.1041,-113.5841,71.35,28,1,3.44,US,1638737477
Coihueco,-36.6167,-71.8333,95.74,13,0,4.61,CL,1638737477
Binzhou,37.3667,118.0167,42.26,58,100,4.5,CN,1638737478
Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,58,75,6.71,RU,1638737478
Kahului,20.8947,-156.47,76.96,81,90,4.61,US,1638737478
Mendi,-6.1761,143.6513,55.04,95,76,2.17,PG,1638737478
Sault Ste. Marie,46.5168,-84.3333,28.96,83,90,11.5,CA,1638737478
Preobrazheniye,42.9019,133.9064,39.4,95,100,10.78,RU,1638737478
Lucapa,-8.4192,20.7447,66.43,96,30,1.79,AO,1638737478
Mendeleyevo,56.0333,37.2167,27.88,93,75,8.95,RU,1638737478
Sørland,67.667,12.6934,24.87,69,96,9.89,NO,1638737478
Shingū,33.7333,135.9833,51.91,89,98,5.41,JP,1638737478
Kajaani,64.2273,27.7285,6.85,85,90,1.14,FI,1638737479
Araranguá,-28.9347,-49.4858,72.86,92,77,10.49,BR,1638737479
Portland,45.5234,-122.6762,47.8,82,40,1.01,US,1638737479
Kamogawa,35.1,140.1,47.05,75,100,8.57,JP,1638737479
Bama,11.5221,13.6856,74.73,23,60,8.61,NG,1638737479
Qandala,11.472,49.8728,75.11,68,9,5.77,SO,1638737479
Fuerte Olimpo,-21.0415,-57.8738,88.81,45,72,8.63,PY,1638736953
Camapuã,-19.5314,-54.0439,87.53,49,39,0.92,BR,1638737480
Plastun,44.7561,136.2939,23.22,81,4,5.57,RU,1638737480
Frome,51.2283,-2.3221,43.02,87,11,5.73,GB,1638737480
Tondano,1.3038,124.9112,66.29,95,97,2.62,ID,1638737480
Isoka,-10.1606,32.6335,68.59,62,70,3.58,ZM,1638737480
Kencong,-8.2833,113.3667,76.66,88,100,2.71,ID,1638737480
Province of Mantua,45.1667,10.7833,43.7,89,75,1.99,IT,1638737400
Rodrigues Alves,-7.738,-72.6509,79.0,95,100,2.73,BR,1638736906
Filingué,14.3521,3.3168,79.54,12,1,7.16,NE,1638736960
North Bend,43.4065,-124.2243,53.17,89,1,6.91,US,1638737480
Noyabrsk,63.1994,75.4507,-15.41,95,90,9.91,RU,1638737481
Pevek,69.7008,170.3133,-8.18,97,100,12.48,RU,1638737481
Araouane,18.9048,-3.5265,65.53,13,56,10.87,ML,1638737481
Mēga,4.05,38.3,61.27,61,15,10.63,ET,1638737481
Hoover,33.4054,-86.8114,75.38,63,40,1.99,US,1638737481
Raymondville,26.4815,-97.7831,86.11,56,100,19.35,US,1638737481
Kaifeng,34.7911,114.3483,36.46,40,0,4.79,CN,1638737481
Vallenar,-28.5708,-70.7581,82.58,24,91,7.72,CL,1638737481
Kailua,21.4022,-157.7394,75.18,94,90,11.5,US,1638737481
Sandakan,5.8402,118.1179,76.68,94,20,1.99,MY,1638737481
Gravdal,68.1214,13.5031,24.69,63,0,10.36,NO,1638737482
Pangkalanbuun,-2.6833,111.6167,73.81,98,100,2.66,ID,1638737482
Trofors,65.5333,13.4063,18.86,92,5,5.23,NO,1638737482
Balyqshy,47.0667,51.8667,33.8,86,75,11.18,KZ,1638737482
Erdenet,49.0333,104.0833,16.75,52,11,4.88,MN,1638737482
Porto Tolle,44.9497,12.3245,42.12,83,100,7.99,IT,1638737482
Praia da Vitória,38.7333,-27.0667,60.76,94,75,5.28,PT,1638736951
Great Falls,47.5002,-111.3008,16.99,73,90,8.01,US,1638737482
San Miguel de Cozumel,20.5083,-86.9458,81.95,75,39,8.01,MX,1638737482
Soyo,-6.1349,12.3689,79.25,85,94,7.49,AO,1638737482
Mustang,35.3842,-97.7245,76.19,32,20,10.0,US,1638737483
Pont-à-Mousson,48.9079,6.0589,40.26,93,75,13.8,FR,1638737483
Semnan,35.5729,53.3971,43.86,41,80,4.21,IR,1638737366
Jalu,29.0331,21.5482,57.56,61,0,4.63,LY,1638737483
Mossamedes,-15.1961,12.1522,72.99,62,1,9.4,AO,1638737483
Grafton,42.207,-71.6856,44.56,48,40,6.91,US,1638737483
Shubarkuduk,49.1447,56.4872,31.15,69,100,8.03,KZ,1638737483
Koumac,-20.5667,164.2833,81.19,71,0,2.62,NC,1638737483
Pokrovskoye,47.4157,38.8971,39.81,88,100,2.86,RU,1638737483
Huarmey,-10.0681,-78.1522,69.21,81,100,10.6,PE,1638737483
Gladstone,-23.85,151.25,75.78,73,81,10.36,AU,1638737484
Viedma,-40.8135,-62.9967,81.0,27,0,21.61,AR,1638737304
Tabas,33.5959,56.9244,51.71,32,89,2.75,IR,1638737484
Thunder Bay,48.4001,-89.3168,29.28,94,90,16.11,CA,1638737484
Coyhaique,-45.5752,-72.0662,70.41,45,75,8.05,CL,1638737484
Yulara,-25.2406,130.9889,64.24,77,40,6.91,AU,1638737484
Piaçabuçu,-10.4056,-36.4344,78.62,82,80,10.71,BR,1638737484
Salalah,17.0151,54.0924,72.27,40,0,6.67,OM,1638737484
Joshīmath,30.5667,79.5667,45.52,90,99,1.54,IN,1638737484
Carbonear,47.7332,-53.2148,35.11,67,28,10.38,CA,1638737485
Courtenay,49.6866,-124.9936,39.13,66,90,4.61,CA,1638737485
Coquimbo,-29.9533,-71.3436,64.13,72,40,12.66,CL,1638737287
Linxia Chengguanzhen,35.6003,103.2064,27.61,59,0,2.1,CN,1638737485
Markova,48.6758,24.4138,28.4,96,100,1.36,UA,1638737485
Adamantas,36.7333,24.4333,62.92,73,0,25.17,GR,1638737485
Emba,48.8264,58.1442,26.8,75,100,6.02,KZ,1638737485
Mountain Home,43.133,-115.6912,47.8,53,1,26.46,US,1638737485
Westport,41.1415,-73.3579,48.18,53,1,6.91,US,1638737485
Mandera,3.9366,41.867,83.66,38,62,7.87,KE,1638736959
Teutônia,-29.4481,-51.8064,77.77,49,68,3.0,BR,1638737486
Telimele,10.9167,-13.3333,75.78,44,33,2.95,GN,1638737486
Opuwo,-18.0607,13.84,70.75,23,0,9.62,NA,1638737486
Florø,61.5996,5.0328,35.96,69,75,18.41,NO,1638737486
Khasan,42.4308,130.6434,27.27,71,2,5.46,RU,1638737486
Olafsvik,64.8945,-23.7142,41.32,90,100,2.44,IS,1638736930
Buraidah,26.326,43.975,61.25,23,23,12.26,SA,1638737256
Faya,18.3851,42.4509,55.51,70,0,2.3,SA,1638737486
Khandyga,62.6667,135.6,-10.57,99,100,3.42,RU,1638737486
Chumphon,10.3333,98.8333,61.47,96,58,2.48,TH,1638737486
Hattiesburg,31.3271,-89.2903,75.83,71,90,11.5,US,1638737486
Rockhampton,-23.3833,150.5,75.09,78,90,10.36,AU,1638737487
Laramie,41.3114,-105.5911,49.35,24,9,14.0,US,1638737487
Beloha,-25.1667,45.05,73.76,87,0,5.55,MG,1638737487
Amga,60.8953,131.9608,-13.14,100,98,2.33,RU,1638737487
Tankhoy,51.5528,105.1306,25.81,71,40,4.63,RU,1638737487
Porbandar,21.6422,69.6093,73.76,53,0,10.6,IN,1638737487
‘Āhuimanu,21.4447,-157.8378,74.91,94,90,11.5,US,1638737487
Sosnogorsk,63.6023,53.8817,-7.46,98,51,1.5,RU,1638737487
Kasama,-10.2129,31.1808,66.38,68,65,5.53,ZM,1638737487
Taltal,-25.4,-70.4833,67.84,64,27,6.11,CL,1638737487
Abu Dhabi,24.4667,54.3667,72.97,67,0,0.0,AE,1638736613
Remanso,-9.6179,-42.0831,82.63,57,59,7.87,BR,1638737487
Nederland,29.9744,-93.9924,77.04,76,40,14.97,US,1638737488
Lae,-6.7221,146.9847,77.74,87,28,5.93,PG,1638737488
Tomatlán,19.9333,-105.25,87.69,55,100,7.49,MX,1638737488
Leningradskiy,69.3833,178.4167,-2.09,98,100,13.31,RU,1638737488
Oranjemund,-28.55,16.4333,62.82,90,46,6.71,NA,1638737488
Karratha,-20.7377,116.8463,84.04,35,20,13.67,AU,1638737488
Dordrecht,51.81,4.6736,41.23,92,100,1.01,NL,1638737348
Mersing,2.4312,103.8405,76.91,94,100,5.75,MY,1638737488
Kuril'sk,45.2333,147.8833,33.94,77,50,7.74,RU,1638737214
Vestmannaeyjar,63.4427,-20.2734,44.44,87,100,19.39,IS,1638737488
Faanui,-16.4833,-151.75,81.39,67,35,18.68,PF,1638737488
Trebinje,42.7119,18.3442,53.96,82,40,13.8,BA,1638737489
Bournemouth,50.7205,-1.8795,42.76,82,75,6.91,GB,1638737489
Daryāpur,20.9333,77.3333,68.05,54,0,3.33,IN,1638737489
Divnogorsk,55.9594,92.3619,30.74,92,99,9.89,RU,1638737489
Atakent,40.8464,68.5067,41.97,63,9,2.66,KZ,1638737489
Vilyuysk,63.7553,121.6247,-24.48,91,94,7.92,RU,1638737489
Avera,33.194,-82.5271,73.27,67,100,7.05,US,1638736952
Stykkisholmur,65.0757,-22.7297,38.19,94,100,16.6,IS,1638737490
Kulynychi,49.9823,36.3842,26.76,93,90,4.47,UA,1638737490
Kétou,7.3633,2.5998,80.01,65,80,5.19,BJ,1638737490
Nemuro,43.3236,145.575,41.0,69,1,11.81,JP,1638737490
Hong Kong,22.2855,114.1577,64.33,65,52,1.99,HK,1638737412
Krasnosel'kup,65.7,82.4667,-35.73,100,31,3.27,RU,1638737490
Arman',59.7,150.1667,-15.18,94,32,6.71,RU,1638737490
Erzin,36.9559,36.2,48.72,45,0,5.12,TR,1638737490
Pedasí,7.5333,-80.0333,88.07,76,99,8.16,PA,1638737490
Gwanda,-20.9333,29.0,74.16,57,82,7.23,ZW,1638737491
Seoul,37.5683,126.9778,31.44,93,0,1.14,KR,1638737491
Havøysund,70.9963,24.6622,30.43,96,99,29.33,NO,1638737491
Santa Catarina de Tepehuanes,25.35,-105.7333,69.76,17,100,18.12,MX,1638737491
Amarante do Maranhão,-5.5667,-46.7422,75.74,92,81,3.38,BR,1638737491
Japura,-0.3167,102.35,72.82,98,100,2.15,ID,1638737491
Altamont,42.2068,-121.7372,54.9,36,1,1.01,US,1638737491
Honiara,-9.4333,159.95,81.68,80,85,1.68,SB,1638737491
São Filipe,14.8961,-24.4956,75.79,72,71,11.95,CV,1638737491
Mizdah,31.4451,12.9801,48.04,35,0,11.05,LY,1638737492
Ottappālam,10.7667,76.3833,77.85,95,83,1.01,IN,1638737492
Kleive,62.7954,7.6359,31.59,80,75,8.05,NO,1638737492
Paphos,34.7667,32.4167,55.31,76,20,9.22,CY,1638737492
Manzhouli,49.6,117.4333,13.12,85,7,12.82,CN,1638737492
Gazli,40.1333,63.45,41.07,78,0,8.19,UZ,1638737492
Morondava,-20.2833,44.2833,80.74,70,98,5.77,MG,1638736963
Nkhata Bay,-11.6066,34.2907,78.55,60,44,0.83,MW,1638737492
Naples,40.8333,14.25,51.24,85,75,1.99,IT,1638737399
Beringovskiy,63.05,179.3167,7.45,81,100,38.56,RU,1638737493
Caravelas,-17.7125,-39.2481,76.03,79,0,5.99,BR,1638737493
Sehithwa,-20.4667,22.7167,72.66,68,100,4.54,BW,1638737493
Baoqing,46.3317,132.2111,27.12,86,81,7.27,CN,1638737493
Nizhniy Kuranakh,58.8353,125.4869,1.98,84,100,8.99,RU,1638737493
Puerto Colombia,10.9878,-74.9547,89.69,75,62,18.79,CO,1638737493
Maningrida,-12.0667,134.2667,81.12,76,96,1.39,AU,1638737493
Laas,46.6166,10.7002,29.28,93,97,5.14,IT,1638736946
Vinh,18.6667,105.6667,58.75,71,53,4.94,VN,1638737493
Ichinohe,40.2069,141.3017,31.3,85,6,4.68,JP,1638737493
Chora,37.05,21.7167,55.11,80,64,6.04,GR,1638737494
Rapid Valley,44.0625,-103.1463,33.06,45,40,33.38,US,1638737494
Oskemen,49.9565,82.6119,12.16,85,90,0.0,KZ,1638737494
Hofn,64.2539,-15.2082,42.01,83,100,31.23,IS,1638737494
Ulaanbaatar,47.9077,106.8832,-7.47,77,4,2.24,MN,1638737294
High Level,58.5169,-117.136,-18.29,83,1,2.3,CA,1638737494
Pandan,14.0453,124.1694,76.39,82,94,15.39,PH,1638737494
Urusha,54.05,122.9,3.31,86,84,5.48,RU,1638737494
Tanout,14.9709,8.8879,70.41,15,100,12.66,NE,1638737495
Strelka,58.0728,93.0344,27.91,96,100,10.45,RU,1638737495
Kyabé,9.4515,18.9449,82.4,26,54,4.65,TD,1638737495
Nerchinskiy Zavod,51.3088,119.61,6.3,82,3,6.08,RU,1638737495
Praia,14.9215,-23.5087,73.94,78,0,16.11,CV,1638737395
